index,player,tweet,score
962,Treylon Burks,"Numbers for Titans’ draft picks have been revealed:

16 – WR Treylon Burks
21 – CB Roger McCreary
78 – OL Nicholas Petit-Frere
7 – QB Malik Willis
28 – RB Hassan Haskins
85 – TE Chig Okonkwo
18 – WR Kyle Philips
29 – DB Theo Jackson
45 – LB Chance Campbe",-1
963,Kyler Murray," After seeming Kyler Murray go first pick at the size of my 6 year old, I’m not worried about size haha",-1
964,Derrick Brown,"2020 NFL Award Predictions 

MVP - Patrick Mahomes 
OPOY - Christian Mcaffery
DPOY - Khalil Mack
OROTY - Joe Burrow
DROTY - Derrick Brown
CPOTY - Rob Gronkowski
COTY - John Harbaugh",-1
965,Aidan Hutchinson,Calling all Detroit Lions fans. We NEED to get Aidan Hutchinson TOP 10 in Jersey sales!!🦁💯⭐️ ,-1
966,Drake London,"Tier 1 Dynasty Rookies:

🔸Breece Hall
🔸Drake London
🔸Treylon Burks
🔸Garrett Wilso",-1
967,Mac Jones, Well we do know 100% they didn't have to Mac Jones,-1
968,Joe Burrow," joe burrow will break the rookie passing record (Andrew Luck - 2012/4,374 yrds)",-1
969,Josh Jacobs, I’m sure Josh Jacobs appreciated that.,-1
970,Kyle Pitts, Kyle Pitts looks less athletic in that third pic,-1
971,N'Keal Harry, They said N'Keal Harry &gt; DK. Weird.,-1
972,Ikem Ekwonu,"Grading each Panthers draft pick

Ikem Ekwonu, OT NC State: A+
Matt Corral, QB Ole Miss: A-
Brandon Smith, LB Penn State: B-
Amaré Barno, DE Virginia Tech: B
Cade Mays, OG Tennessee: B
Kalon Barnes, CB Baylor: C+

MY OVERALL GRADE: 🅰️

",-1
973,Jermaine Johnson,As you watch Jermaine Johnson more and more you realize that’s he’s a good player but really not really specia,-1
974,Jonah Williams,"Ted’s Film Room: Top 10 fits between schemes and players from the NFL Draft 

3. Devin Bush, PIT
4. Jonah Williams, CIN
7. N’Keal Harry, NE
10. Darrell Henderson, LAR

Read:  ",-1
975,Patrick Queen,"Patrick Queen has limited starting experience, but his tape tells the real story. |  
 

",-1
976,Dexter Lawrence,   I’m excited to see the pairing of dalvin and dexter lawrence this year,-1
977,Marquise Brown,"Just four draft picks still unsigned: Marquise Brown, Jaylon Ferguson, Miles Boykin and Trace McSorley. ",-1
978,Clyde Edwards-Helaire,"                                             Appreciate the tag Trey!
QB: Tom Brady
RB: Clyde Edwards-Helaire
WR: Calvin Ridley
TE: Eric Ebron (dirt cheap)
FLEX: Darius Slayton
    ",-1
979,Kyle Hamilton,Kyle Hamilton ☘️ ,-1
980,Daniel Jones,Post-Draft Thoughts on Daniel Jones -  ,-1
981,Dwayne Haskins,"Redskins really got blessed with drafting the likes Jon Allen, DaRon Payne, Derrius Guice, and Dwayne Haskins in 3 straight drafts lo",-1
982,Christian Wilkins,"Christian Wilkins Embraces Miami, Excited To Play For Brian Flores ",-1
983,Zion Johnson,How a bus driver nudged Zion Johnson on his unlikely path to the Chargers ,-1
984,Brian Burns, Brian burns was great value at 16. Had him 6 on my board.,-1
985,Brian Burns,Brian Burns without 99 is sad :/ ,-1
986,Mekhi Becton,"Via ESPN -    ""Jets' Mekhi Becton (6-7, 364 pounds): 'When he walks in a room, you feel it'"" ",-1
987,Rashan Gary,So I totally missed the  Rashan Gary is a linebacker memo! 😳 For some reason I thought he was a DT/DE,-1
988,Travon Walker, why did the Bally sports gas pump video just tell me that Travon Walker played at FSU? 😂,-1
989,Trent McDuffie,The week @  I broke down 2 prospects the Kansas City Chiefs drafted in Leo Chanel and Trent McDuffie! Come check them out and sub to the YouTube channel!,-1
990,Jeff Gladney,"This  caricature artwork is so sick... check out ’s Jeff Gladney. 👀

 |  ",-1
991,Deandre Baker,"Here is Giants’ rookie minicamp roster | Who joins Daniel Jones, Deandre Baker, Darius Slayton this weekend? ",-1
992,Marquise Brown,"Round 1 is complete
1. Josh Jacobs
2. N'Keal Harry
3. T.J. Hockenson
4. David Montgomery
5. Miles Sanders
6. Parris Campbell
7. D.K. Metcalf
8. Mecole Hardman
9. Marquise Brown
10. Kyler Murray
11. Darrell Henderson 
12. Hakeem Butler
13. Nick Bosa
14. Devin Singletary",-1
993,Dwayne Haskins, If he went to Notre Dame Joe Theismann would of done it without any questioning. The problem was Dwayne Haskins went to Ohio State and Notre Dame is (2-4) with (2) very bad loses in the Fiesta Bowl (Buckeyes Bowl).,-1
994,Dexter Lawrence," I'll finish the sentence for you. Dexter Lawrence... is a very, very, large human being.",-1
995,Jordan Love, Packers drafted Jordan Love in the first round? And traded up to do it?,-1
996,Alijah Vera-Tucker,I’ll be breaking down the trade that led to the  drafting Alijah Vera-Tucker and why the analysts saying it was a bad trade are dead wrong.  ,-1
997,Penei Sewell,It’s been a full week now and I still can’t fathom the fact that the Bengals passed on Penei Sewe,-1
998,Alijah Vera-Tucker,"Assuming Seattle send the Jets pick 23 again next year (hopefully worse but w/e), Jets spent about 70% of their Jamal Adams haul on Alijah Vera-Tucker",-1
999,Tyler Smith,Tyler Smith ,-1
